"","Assignment_Group","TITLE"
"3387","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVY3K (ZWCDGFAKORZPA.0111.01300600.JCLI) ENDED IN ERROR JCLI tiludv"
"3388","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDCS20 (ZWCELDCAMFACT.0070.02020600.1004) ENDED IN ERROR 1004 tiludv"
"3389","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDCS22 (ZWCELDCAMFACT.0075.02020600.1004) ENDED IN ERROR 1004 tiludv"
"3390","F161 Sys. Mgm. EDW","JOB EWCSBJ05 (EWPSAKBJ05.0015.11051801.JCL) ENDED IN ERROR JCL tiludv"
"3391","F161 Sys. Mgm. EDW","JOB EWCRAC16 (EWPSACAC16.0010.02021800.1613) ENDED IN ERROR 1613 tiludv"
"3392","F161 Sys. Mgm. EDW","JOB EWCRAC18 (EWPSACAC18.0010.02021800.1613) ENDED IN ERROR 1613 tiludv"
"3393","F161 Sys. Mgm. EDW","JOB EWCSI320 (EWPSAKI320.0010.01261800.1008) ENDED IN ERROR 1008 tiludv"
"3394","F161 Sys. Mgm. EDW","JOB EWCSEW47 (EWPSAKEW47.0010.02011800.1008) ENDED IN ERROR 1008 tiludv"
"3395","F161 Sys. Mgm. EDW","JOB EWCSAC51 (EWPSAKAC51.0010.02010600.JCL) ENDED IN ERROR JCL tiludv"
"3396","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLTF86 (ZWCELLTVFIN.0060.02030600.1000) ENDED IN ERROR 1000 tiludv"
"3397","F161 Sys. Mgm. EDW","JOB EWCSBJ05 (EWPSAKBJ05.0015.01271801.1623) ENDED IN ERROR 1623 tiludv"
"3398","F161 Sys. Mgm. EDW","JOB EWCSBJ05 (EWPSAKBJ05.0015.02031800.1008) ENDED IN ERROR 1008 tiludv"
"3399","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKN61 (ZWCULFAK1ZPA.0032.02050600.U005) ENDED IN ERROR U005 tiludv"
"3400","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO192 (ZWCFACTLTVEJ.0030.02050600.0004) ENDED IN ERROR 0004 tiludv"
"3401","F161 Sys. Mgm. EDW","JOB EWCSDW34 (EWPSAKDW34.0005.02051800.JCL) ENDED IN ERROR JCL tiludv"
"3402","F161 Sys. Mgm. EDW","JOB EWCSDW59 (EWPSAKDW59.0005.02051800.JCL) ENDED IN ERROR JCL tiludv"
"3403","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.02060600.0002) ENDED IN ERROR 0002 tiludv"
"3404","F161 Sys. Mgm. EDW","JOB EWCSBJ05 (EWPSAKBJ05.0015.02081800.1623) ENDED IN ERROR 1623 tiludv"
"3405","F161 Sys. Mgm. EDW","JOB EWCFPD09 (EWPCPYPD09.0010.02091800.1954) ENDED IN ERROR 1954 tiludv"
"3406","F161 Sys. Mgm. EDW","JOB EWCFPD08 (EWPCPYPD08.0010.02091800.1954) ENDED IN ERROR 1954 tiludv"
"3407","F161 Sys. Mgm. EDW","JOB EWCFPD10 (EWPCPYPD10.0010.02091800.1954) ENDED IN ERROR 1954 tiludv"
"3408","F161 Sys. Mgm. EDW","JOB EWCFKN16 (EWPCPYKN16.0005.02091800.1954) ENDED IN ERROR 1954 tiludv"
"3409","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO186 (ZWCLTVMART.0035.02100600.0004) ENDED IN ERROR 0004 tiludv"
"3410","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO192 (ZWCFACTLTVEJ.0030.02100600.0004) ENDED IN ERROR 0004 tiludv"
"3411","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSCOR7 (ZWCSCORENFEBO.0035.02100600.1000) ENDED IN ERROR 1000 tiludv"
"3412","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSCOR6 (ZWCSCORENFEBO.0030.02100600.U005) ENDED IN ERROR U005 tiludv"
"3413","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.02130600.0014) ENDED IN ERROR 0014 tiludv"
"3414","F161 Sys. Mgm. EDW","JOB EWCSMY05 (EWPSAKMY05.0010.02141800.0016) ENDED IN ERROR 0016 tiludv"
"3415","F161 Sys. Mgm. EDW","JOB EWCCFR08 (EWPSACFR08.0010.02161805.JCL) ENDED IN ERROR JCL tiludv"
"3416","F161 Sys. Mgm. EDW","JOB EWCLVFT1 (EWPLATVTODWH01.0005.02161800.1954) ENDED IN ERROR 1954 tiludv"
"3417","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKMF80 (ZWPULKREDEL.0045.01260600.JCL) ENDED IN ERROR JCL tiludv"
"3418","F161 Sys. Mgm. EDW","JOB EWC6FF00 (EWC1FF00ZPA.0035.02171800.1000) ENDED IN ERROR 1000 tiludv"
"3419","F161 Sys. Mgm. EDW","JOB EGC24008 (EGPKTOSALDO.0038.02171800.U007) ENDED IN ERROR U007 tiludv"
"3420","F161 Sys. Mgm. EDW","JOB EWCSFR77 (EWPSACFR07.0020.02151905.1008) ENDED IN ERROR 1008 tiludv"
"3421","F163 Sys. Mgm. EDW Infrastructure","JOB ZWC12200 (ZWPMDDEFTRN.0020.02170600.JCLI) ENDED IN ERROR JCLI tiludv"
"3422","F161 Sys. Mgm. EDW","JOB EWCSVE02 (EWPSAKVE02.0010.02191800.1008) ENDED IN ERROR 1008 tiludv"
"3423","F162 Sys. Mgm. Quality Assurance","JOB QWCQKD00 (EWPSAKKD00.0010.02191800.1020) ENDED IN ERROR 1020 tiludv"
"3424","F161 Sys. Mgm. EDW","JOB EWCSRH11 (EWPSAKRH11.0010.02211800.1405) ENDED IN ERROR 1405 tiludv"
"3425","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKTO4 (ZWCDGFACZPA.0246.02200600.0012) ENDED IN ERROR 0012 tiludv"
"3426","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO120 (ZWCDGFACZPA.0008.02200600.1000) ENDED IN ERROR 1000 tiludv"
"3427","F161 Sys. Mgm. EDW","JOB EWCCLGD1 (EWPACCLEANUP.0005.02220600.JCL) ENDED IN ERROR JCL tiludv"
"3428","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVN61 (ZWCDGFAKORZPA.0082.02200600.0002) ENDED IN ERROR 0002 tiludv"
"3429","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO192 (ZWCFACTLTVEJ.0030.02100610.0004) ENDED IN ERROR 0004 tiludv"
"3430","F161 Sys. Mgm. EDW","JOB EWCRSI09 (EWPSAKSR09.0005.02291800.0012) ENDED IN ERROR 0012 tiludv"
"3431","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCMCT64 (ZWCMCTBUSINESS.0010.03010600.1000) ENDED IN ERROR 1000 tiludv"
"3432","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEULG1 (ZWPULFAKSIDU.0141.03010600.0008) ENDED IN ERROR 0008 tiludv"
"3433","F162 Sys. Mgm. Quality Assurance","JOB QWCQLK19 (EWPSAKLK19.0005.03011800.JCLI) ENDED IN ERROR JCLI tiludv"
"3434","F161 Sys. Mgm. EDW","Data mismtach between SQL server and DB2 table for EWWH_FAVOR_AFTAL H"
"3435","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCHEN25 (ZWPHSKUBEDAGLIG.0010.03021800.U3E6) ENDED IN ERROR U3E6 tiludv"
"3436","F161 Sys. Mgm. EDW","JOB EWCFPD03 (EWPCPYPD03.0010.03031800.1954) ENDED IN ERROR 1954 tiludv"
"3437","F161 Sys. Mgm. EDW","JOB EWCFPD08 (EWPCPYPD08.0010.03031800.1954) ENDED IN ERROR 1954 tiludv"
"3438","F161 Sys. Mgm. EDW","JOB EGD270LL (RSPTRADE27OBD.0051.03031800.0004) ENDED IN ERROR 0004 tiludv"
"3439","F161 Sys. Mgm. EDW","JOB EWCSVE02 (EWPSAKVE02.0010.03021800.1008) ENDED IN ERROR 1008 tiludv"
"3440","F162 Sys. Mgm. Quality Assurance","JOB QWCF0007 (QWPENDTOEND.0025.03040600.JCL) ENDED IN ERROR JCL tiludv"
"3441","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLGF06 (ZWPDGLGDDDB.0025.03040600.0012) ENDED IN ERROR 0012 tiludv"
"3442","F162 Sys. Mgm. Quality Assurance","JOB QWCF0315 (QWPF0300.0020.03040600.JCL) ENDED IN ERROR JCL tiludv"
"3443","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCINFE1 (ZWCDGINKFACILITY.0045.03050600.S222) ENDED IN ERROR S222 tiludv"
"3444","F162 Sys. Mgm. Quality Assurance","JOB QWCDZW17 (EWPSAKZW17.0005.03040600.S322) ENDED IN ERROR S322 tiludv"
"3445","F161 Sys. Mgm. EDW","JOB EGDRTLOA (EGPRENTEEKSPORT.0025.03041800.0008) ENDED IN ERROR 0008"
"3446","F161 Sys. Mgm. EDW","JOB EWCRAC10 (EWPSACAC10.0010.03071800.1613) ENDED IN ERROR 1613 tiludv"
"3447","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKN61 (ZWCULFAK1ZPA.0032.03090600.0002) ENDED IN ERROR 0002 tiludv"
"3448","F161 Sys. Mgm. EDW","JOB EWCSVD01 (EWPSAKVD01.0010.03081800.1623) ENDED IN ERROR 1623 tiludv"
"3449","F161 Sys. Mgm. EDW","JOB CCWMSCH0 (FLYT1700ZPA.0134.03091700.0001) ENDED IN ERROR 0001"
"3450","F161 Sys. Mgm. EDW","JOB EWCSDW56 (EWPSAKDW56.0005.03091800.S04E) ENDED IN ERROR S04E"
"3451","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKM504 (ZWPULKREDKUNSEG.0035.03100600.S222) ENDED IN ERROR S222 tiludv"
"3452","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLGF05 (ZWPDGLGDRDK.0025.03100600.0012) ENDED IN ERROR 0012 tiludv"
"3453","F163 Sys. Mgm. EDW Infrastructure","JOB LKCTLG09 (LKPRWADA08D32FA.0015.03110725.0008) ENDED IN ERROR 0008 tiludv"
"3454","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFTABC (ZWCDGFACZPA.0060.03120600.0012) ENDED IN ERROR 0012 tiludv"
"3455","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.03120600.0014) ENDED IN ERROR 0014 tiludv"
"3456","F161 Sys. Mgm. EDW","JOB EWCFFR01 (EWPCPYFR01.0005.03141800.JCL) ENDED IN ERROR JCL tiludv"
"3457","F161 Sys. Mgm. EDW","JOB EWCKOMP1 (EWPCPYMY05.0003.02261800.JCL) ENDED IN ERROR JCL tiludv"
"3458","F161 Sys. Mgm. EDW","JOB EWCSRW76 (EWPSAKRW76.0010.03040600.1008) ENDED IN ERROR 1008 tiludv"
"3459","F161 Sys. Mgm. EDW","JOB EWCFMY05 (EWPCPYMY05.0005.02261800.U0A0) ENDED IN ERROR U0A0 tiludv"
"3460","F163 Sys. Mgm. EDW Infrastructure","JOB ZWC12200 (ZWPMDDEFTRN.0020.03170600.JCLI) ENDED IN ERROR JCLI"
"3461","F163 Sys. Mgm. EDW Infrastructure","Taxpayer key closing issue"
"3462","F161 Sys. Mgm. EDW","JOB EWCSKS19 (EWPSAKKS19.0005.03181800.1623) ENDED IN ERROR 1623 tiludv"
"3463","F162 Sys. Mgm. Quality Assurance","JOB QWCFEH10 (QWPFEG10W.0005.03190600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3464","F161 Sys. Mgm. EDW","JOB EWCRAC17 (EWPSACAC17.0010.03221800.1613) ENDED IN ERROR 1613 tiludv"
"3465","F161 Sys. Mgm. EDW","JOB EWCRAC16 (EWPSACAC16.0010.03221800.1613) ENDED IN ERROR 1613 tiludv"
"3466","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFAUNL (ZWCDGFACZPA.0126.03230600.U053) ENDED IN ERROR U053 tiludv"
"3467","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFSYNC (ZWCDGFACZPA.0128.03230600.1000) ENDED IN ERROR 1000 tiludv"
"3468","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKTP24 (ZWCDGSASTILG2.0113.03230600.0012) ENDED IN ERROR 0012"
"3469","F162 Sys. Mgm. Quality Assurance","JOB QWCYKK02 (EWPCPYKK02.0005.03241800.JCL) ENDED IN ERROR JCL tiludv"
"3470","F162 Sys. Mgm. Quality Assurance","JOB QWCYKK03 (EWPCPYKK03.0005.03251800.JCL) ENDED IN ERROR JCL tiludv"
"3471","F161 Sys. Mgm. EDW","JOB EWCSCT01 (EWPSAKCAALL.0010.03311800.1387) ENDED IN ERROR 1387 tiludv"
"3472","F162 Sys. Mgm. Quality Assurance","JOB QWCQNL33 (EWPSAKNL33.0005.03311800.1020) ENDED IN ERROR 1020 tiludv"
"3473","F161 Sys. Mgm. EDW","JOB EWC73214 (EWC73000ZPANY.0088.03311800.0012) ENDED IN ERROR 0012 tiludv"
"3474","F161 Sys. Mgm. EDW","JOB EWCSH800 (EWPKONCERNHENVIS.0150.03311800.1008) ENDED IN ERROR 1008 tiludv"
"3475","F161 Sys. Mgm. EDW","JOB EGC21D31 (EGP21000DAGLIG.0071.04011800.0012) ENDED IN ERROR 0012 tiludv"
"3476","F161 Sys. Mgm. EDW","JOB EGC21D24 (EGP21000DAGLIG.0064.04011800.0012) ENDED IN ERROR 0012 tiludv"
"3477","F161 Sys. Mgm. EDW","JOB EGC21D17 (EGP21000DAGLIG.0057.04011800.0012) ENDED IN ERROR 0012 tiludv"
"3478","F161 Sys. Mgm. EDW","JOB EGC21D23 (EGP21000DAGLIG.0063.04011800.0012) ENDED IN ERROR 0012 tiludv"
"3479","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD22 (QWPFPD01ZPA.0026.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3480","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD20 (QWPFPD01ZPA.0024.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3481","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD18 (QWPFPD01ZPA.0022.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3482","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD15 (QWPFPD01ZPA.0019.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3483","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD05 (QWPFPD01ZPA.0009.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3484","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD06 (QWPFPD01ZPA.0010.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3485","F162 Sys. Mgm. Quality Assurance","JOB QWCFKMST (QWPFKMSTZPA1.0005.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3486","F162 Sys. Mgm. Quality Assurance","JOB QWCFODGK (QWPFKRSK.0030.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3487","F161 Sys. Mgm. EDW","JOB EWCSVE03 (EWPSAKVE03.0010.04041800.JCL) ENDED IN ERROR JCL tiludv"
"3488","F161 Sys. Mgm. EDW","JOB EGD270LL (RSPTRADE27FBD.0051.04041800.0004) ENDED IN ERROR 0004 tiludv"
"3489","F162 Sys. Mgm. Quality Assurance","JOB QWCFEH11 (QWPFEG10W.0010.04020600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3490","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK23 (ZWCULFAKNPV.0015.04060600.0012) ENDED IN ERROR 0012 tiludv"
"3491","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKRD2 (ZWPULFAK1RDNEW.0010.04060600.0012) ENDED IN ERROR 0012 tiludv"
"3492","F161 Sys. Mgm. EDW","JOB EWCSBJ03 (EWPSAKBJ03.0010.03071801.1008) ENDED IN ERROR 1008 tiludv"
"3493","F161 Sys. Mgm. EDW","JOB EWCSRF00 (EWPSAKBYRF0.0005.04061800.1008) ENDED IN ERROR 1008 tiludv"
"3494","F162 Sys. Mgm. Quality Assurance","JOB QWCFKRSA (QWPFKRSK.0035.04010600.U3E6) ENDED IN ERROR U3E6 tiludv"
"3495","F161 Sys. Mgm. EDW","JOB EWCSFI12 (EWPSAKFI12.0010.04070600.S222) ENDED IN ERROR S222 tiludv"
"3496","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.04090600.0002) ENDED IN ERROR 0002 tiludv"
"3497","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCREA01 (ZWCDGREAL.0005.04090600.0012) ENDED IN ERROR 0012 tiludv"
"3498","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVY2K (ZWCDGFAKORZPA.0108.04090600.0012) ENDED IN ERROR 0012 tiludv"
"3499","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCMCT62 (ZWCMCTPERSONAL.0070.04090600.1000) ENDED IN ERROR 1000 tiludv"
"3500","F162 Sys. Mgm. Quality Assurance","JOB QWCFKRSK (QWPFKRSK.0010.04020600.U3E6) ENDED IN ERROR U3E6 tiludv"
"3501","F161 Sys. Mgm. EDW","JOB EWCRAC17 (EWPSACAC17.0010.04111800.1613) ENDED IN ERROR 1613 tiludv"
"3502","F161 Sys. Mgm. EDW","JOB EWCRAC17 (EWPSACAC17.0010.04111800.1613) ENDED IN ERROR 1613 tiludv"
"3503","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEXY3K (ZWCCREDITEXPEXT.0197.04120600.0012) ENDED IN ERROR 0012 tiludv"
"3504","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFTABC (ZWCDGFACZPA.0060.04130600.0012) ENDED IN ERROR 0012 tiludv"
"3505","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.04130600.0002) ENDED IN ERROR 0002 tiludv"
"3506","F162 Sys. Mgm. Quality Assurance","JOB QWCF0330 (QWPF0300.0030.04060600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3507","F162 Sys. Mgm. Quality Assurance","JOB QWCFODGK (QWPFKRSK.0030.04090600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3508","F162 Sys. Mgm. Quality Assurance","JOB QWCFACIL (QWPF0002ZPAOD.0045.04120600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3509","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKSDU1 (ZWCDGKUNDEZPA.0130.04130600.0013) ENDED IN ERROR 0013 tiludv"
"3510","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCETSM5 (ZWCULFACTSIZP7.0020.04160600.0012) ENDED IN ERROR 0012 tiludv"
"3511","F162 Sys. Mgm. Quality Assurance","JOB QWCFKRSK (QWPFKRSK.0010.04160600.U3E6) ENDED IN ERROR U3E6 tiludv"
"3512","F161 Sys. Mgm. EDW","JOB EWCSKN22 (EWPSAKKN22.0010.04181800.1642) ENDED IN ERROR 1642"
"3513","F161 Sys. Mgm. EDW","JOB EWCFZW04 (EWPCPYZW04.0010.04210600.JCL) ENDED IN ERROR JCL tiludv"
"3514","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.04200600.SB37) ENDED IN ERROR SB37 tiludv"
"3515","F161 Sys. Mgm. EDW","JOB EWCRAC10 (EWPSACAC10.0010.04251800.1613) ENDED IN ERROR 1613 tiludv"
"3516","F161 Sys. Mgm. EDW","JOB EWCRAC18 (EWPSACAC18.0010.04251800.1613) ENDED IN ERROR 1613 tiludv"
"3517","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.04270600.SB37) ENDED IN ERROR SB37 tiludv"
"3518","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVRH1 (ZWCDGFACTSIEX.0105.04300600.0012) ENDED IN ERROR 0012 tiludv"
"3519","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.05020600.JCL) ENDED IN ERROR JCL tiludv"
"3520","F161 Sys. Mgm. EDW","JOB EGC21D20 (EGP21000DAGLIG.0060.04291800.0012) ENDED IN ERROR 0012 tiludv"
"3521","F161 Sys. Mgm. EDW","JOB EGC21D19 (EGP21000DAGLIG.0059.04291800.0012) ENDED IN ERROR 0012 tiludv"
"3522","F161 Sys. Mgm. EDW","JOB EGC21D28 (EGP21000DAGLIG.0068.04291800.0012) ENDED IN ERROR 0012 tiludv"
"3523","F161 Sys. Mgm. EDW","JOB EGC21D12 (EGP21000DAGLIG.0052.04291800.0012) ENDED IN ERROR 0012 tiludv"
"3524","F161 Sys. Mgm. EDW","JOB EGC21D08 (EGP21000DAGLIG.0048.04291800.0012) ENDED IN ERROR 0012 tiludv"
"3525","F161 Sys. Mgm. EDW","JOB EGC21D07 (EGP21000DAGLIG.0047.04291800.0012) ENDED IN ERROR 0012"
"3526","F161 Sys. Mgm. EDW","JOB EGC21D03 (EGP21000DAGLIG.0043.04291800.0012) ENDED IN ERROR 0012 tiludv"
"3527","F161 Sys. Mgm. EDW","JOB EGC21D30 (EGP21000DAGLIG.0070.04291800.0012) ENDED IN ERROR 0012 tiludv"
"3528","F161 Sys. Mgm. EDW","JOB EGC21D09 (EGP21000DAGLIG.0049.04291800.0012) ENDED IN ERROR 0012 tiludv"
"3529","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA59 (ZWCINDFTILG2.0045.05020600.U02E) ENDED IN ERROR U02E tiludv"
"3530","F162 Sys. Mgm. Quality Assurance","JOB QWCFEH10 (QWPFEG10W.0005.04300600.U3E6) ENDED IN ERROR U3E6 tiludv"
"3531","F162 Sys. Mgm. Quality Assurance","JOB QWCKUNDE (QWPFKMSTZPA1.0040.05020600.U3E7) ENDED IN ERROR U3E7 tiludv"
"3532","F161 Sys. Mgm. EDW","JOB EWCSGE01 (EWPSAKGE01.0010.05021800.JCL) ENDED IN ERROR JCL tiludv"
"3533","F161 Sys. Mgm. EDW","JOB EWCSKK04 (EWPSAKKK04.0005.05021800.0008) ENDED IN ERROR 0008 tiludv"
"3534","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKMC60 (ZWPULKREDIMP.0005.05090600.JCL) ENDED IN ERROR JCL tiludv"
"3535","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK25 (ZWCULFAKNPV.0025.05090600.0012) ENDED IN ERROR 0012 tiludv"
"3536","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKRD2 (ZWPULFAK1RDNEW.0010.05090600.0012) ENDED IN ERROR 0012 tiludv"
"3537","F161 Sys. Mgm. EDW","JOB EWCRSI09 (EWPSAKSR09.0005.05061800.0012) ENDED IN ERROR 0012 tiludv"
"3538","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO182 (ZWCULFAKSILORWA.0005.05090600.0008) ENDED IN ERROR 0008 tiludv"
"3539","F163 Sys. Mgm. EDW Infrastructure","JOB ZWDCOMP2 (ZWPULUNXRWADU2.0010.05091226.0031) ENDED IN ERROR 0031 tiludv"
"3540","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO182 (ZWCULFAKSILORWA.0005.05130600.0008) ENDED IN ERROR 0008 tiludv"
"3541","F161 Sys. Mgm. EDW","JOB EWCSKS27 (EWPSAKKS27.0010.05121800.JCL) ENDED IN ERROR JCL tiludv"
"3542","F163 Sys. Mgm. EDW Infrastructure","JOB ZWDCOMP2 (ZWPULUNXRWADU2.0010.05140107.0031) ENDED IN ERROR 0031 tiludv"
"3543","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCUPD24 (ZWCDGSASTILG2.0115.05140600.0008) ENDED IN ERROR 0008 tiludv"
"3544","F163 Sys. Mgm. EDW Infrastructure","DB2-Maxlimits ZW00003D.ZW00008S 21"
"3545","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.05180600.U02E) ENDED IN ERROR U02E tiludv"
"3546","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.05180600.SB37) ENDED IN ERROR SB37"
"3547","F162 Sys. Mgm. Quality Assurance","JOB QWCQLH02 (EWPSAKLH02.0005.05171800.JCL) ENDED IN ERROR JCL tiludv"
"3548","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.05210600.0014) ENDED IN ERROR 0014 tiludv"
"3549","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSSK29 (ZWPDGSKEMAHIER.0065.05210600.U02E) ENDED IN ERROR U02E tiludv"
"3550","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSSK29 (ZWPDGSKEMAHIER.0065.05210600.JCL) ENDED IN ERROR JCL tiludv"
"3551","F161 Sys. Mgm. EDW","JOB EWCST100 (EWPTOPDANMARKUGE.0005.05230600.1008) ENDED IN ERROR 1008 tiludv"
"3552","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.05250600.SB37) ENDED IN ERROR SB37 tiludv"
"3553","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKTP24 (ZWCDGSASTILG2.0113.05250600.0012) ENDED IN ERROR 0012 tiludv"
"3554","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWA15 (ZWCULFACTCRDV2.0050.04130700.S222) ENDED IN ERROR S222 tiludv"
"3555","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO182 (ZWCULFAKSILORWA.0005.04130700.JCL) ENDED IN ERROR JCL tiludv"
"3556","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.05280600.0002) ENDED IN ERROR 0002 tiludv"
"3557","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.06010600.U02E) ENDED IN ERROR U02E tiludv"
"3558","F161 Sys. Mgm. EDW","JOB EWCRAC10 (EWPSACAC10.0010.06011800.1613) ENDED IN ERROR 1613 tiludv"
"3559","F161 Sys. Mgm. EDW","JOB EGD270LL (RSPTRADE27FBD.0051.06021800.0004) ENDED IN ERROR 0004 tiludv"
"3560","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVSM5 (ZWCDGFACTSIEX.0050.06040600.0012) ENDED IN ERROR 0012 tiludv"
"3561","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPMTH (ZWPDGFTPMONTH.0010.05121900.0012) ENDED IN ERROR 0012 tiludv"
"3562","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVT56 (ZWCDGFAKORZPA.0034.06040600.SE37) ENDED IN ERROR SE37 tiludv"
"3563","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEUY41 (ZWPULFAKSIDU.0165.06060600.0012) ENDED IN ERROR 0012 tiludv"
"3564","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPPXX (ZWPDGFTPPREPSQL.0005.05111900.JCL) ENDED IN ERROR JCL tiludv"
"3565","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPLEV (ZWPDGFTPLOAD.0010.05121900.0008) ENDED IN ERROR 0008 tiludv"
"3566","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVY11 (ZWCDGFAKORZPA.0106.06040600.JCL) ENDED IN ERROR JCL tiludv"
"3567","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEUPH1 (ZWCULFAKSIPH.0005.06060600.0012) ENDED IN ERROR 0012 tiludv"
"3568","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLT140 (ZWCELLTVPRI.0005.06060600.0012) ENDED IN ERROR 0012 tiludv"
